"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price","Amazon fees - Shipping Chargeback",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Other - Shipping","Promo rebates - ","Promo rebates - Shipping","Amazon fees - FBA transportation fee","Amazon fees - Shipping commission"
,-$4.09,-$4.01,-$3.75,,7-May-16,115-3771616-3090631,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,-$8.18,-$8.02,-$12.00,,7-May-16,109-4125941-5461862,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$2.12,-$3.30,-$3.30,,7-May-16,002-1324756-7967418,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,
,-$4.09,-$4.01,-$3.75,,7-May-16,107-0284521-9604229,22-Q94M-YDGP,"Order Payment","Product charges",,$24.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$1.06,-$0.96,-$3.75,-$2.99,7-May-16,113-5475695-2699467,7W-PCJK-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",$2.99,$0.00,,,
-$1.00,-$1.06,-$0.50,-$1.00,,7-May-16,002-6498167-8600207,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,6-May-16,103-1037401-7971442,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$0.85,$0.00,-$0.85,,
-$1.00,-$1.06,-$1.95,-$1.78,,6-May-16,102-3630945-6205004,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",$1.83,$0.00,-$1.83,,
-$1.00,-$1.06,-$0.96,-$3.75,,6-May-16,114-9438519-4930655,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",$1.69,$0.00,-$1.69,,
,,,-$3.60,,6-May-16,106-5535047-9425001,Q0-0DR2-BISB,"Order Payment","Product charges",,$11.99,1,"The Walking Dead Men's Lounge Pants (XLarge 40-42)",,,,,
,,,-$1.80,,6-May-16,108-8234456-0495424,48G-DZ2-8HT,"Order Payment","Product charges",,$11.99,1,"Better Home Xlarge Fabric Waterproof Washing Machine Cover with Zippered Top Material Appliance (Chocolate Brown)",,,,,
,,,-$1.28,,6-May-16,102-8381111-3573018,1K9-9M4-YGA,"Order Payment","Product charges",,$8.50,1,"NEW VINYL SHOWER CURTAIN LINER WITH MAGNETS - BROWN",,,,,
,-$4.09,-$4.01,-$6.00,,6-May-16,112-6312941-6749864,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$1.06,-$1.95,-$1.78,,6-May-16,112-1381545-1011429,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",$1.15,$0.00,-$1.15,,
-$1.00,-$1.06,-$0.96,-$1.80,,5-May-16,104-5617028-9237814,Q0-OA97-BH2V,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,5-May-16,114-0499071-1759439,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,$0.00,,,
-$1.00,-$1.06,-$0.50,-$1.00,,5-May-16,107-3038557-1808246,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$1.17,$0.00,-$1.17,,
,-$4.09,-$4.01,-$4.50,,5-May-16,116-5139965-1079467,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,-$4.09,-$4.01,-$4.50,-$3.99,5-May-16,111-7902079-3674608,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",$3.99,,,,
,-$4.09,-$4.01,-$4.50,,5-May-16,002-0360763-0764248,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,,,-$0.60,,5-May-16,105-2231917-3945821,9G-CDVH-T2B4,"Order Payment","Product charges",,$3.97,1,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",$4.50,,,,-$0.67
,,,-$1.80,,5-May-16,112-5745264-4184221,XMB-3Q5-TDR,"Order Payment","Product charges",,$11.99,1,"Better Home New Fabric Sink Skirt, Sage Green",,,,,
,,,-$2.00,,5-May-16,107-5358997-7109014,9G-CDVH-T2B4,"Order Payment","Product charges",,$7.94,2,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$4.00,,5-May-16,113-7620612-6517017,9G-CDVH-T2B4,"Order Payment","Product charges",,$15.88,4,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
-$1.00,-$1.06,-$0.96,-$1.34,-$6.03,5-May-16,110-1816612-8584242,FV-XXFT-7P69,"Order Payment","Product charges",,$8.95,1,"My Little Pony Soft Tote Lunch Box",$6.03,,,,
,-$4.09,-$4.01,-$6.00,,5-May-16,103-3020073-7722607,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,-$3.99,4-May-16,107-9218645-8727447,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$3.99,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,4-May-16,002-9805000-8304206,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$1.35,
-$1.00,-$1.06,-$0.96,-$3.00,,4-May-16,115-7386738-1356222,3G-5P9S-KWAT,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Silver)",,,,,
-$1.00,-$1.06,-$0.96,-$1.80,-$22.53,4-May-16,108-8161875-7932212,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",$22.53,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$0.45,
,,,-$1.80,,4-May-16,113-9367859-5163468,NC-9ZKA-M2HY,"Order Payment","Product charges",,$11.99,1,"The Walking Dead Men's Lounge Pants (Medium 32-34)",,,,,
,,,-$3.85,,4-May-16,106-2324397-4094627,7L-E2XK-GJ7X,"Order Payment","Product charges",,$25.64,1,"Comfort Zone CZST161BTEBK Pedestal Fan",,,,,
,,,-$3.60,,4-May-16,107-8722180-4679404,P0-AI0C-VFF3,"Order Payment","Product charges",,$11.99,1,"George Mens Premium Perfomance Cotton Blend Moisture Wicking Polo (XL, Grey Boxes)",,,,,
,-$8.18,-$16.60,-$13.50,-$41.32,4-May-16,104-9412290-0899442,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",$41.32,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,4-May-16,103-6495392-1603445,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,4-May-16,104-4891437-6533854,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$1.35,
-$1.00,-$1.06,-$4.29,-$2.55,,3-May-16,112-6806562-2094632,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,
-$1.00,-$1.06,-$0.96,-$2.85,,3-May-16,104-7045803-8543441,0I-XXS3-8MCZ,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Gold)",,,,,
-$1.00,-$1.06,-$0.96,-$1.80,,3-May-16,102-5371835-0598613,LA-WNVM-684G,"Order Payment","Product charges",,$11.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / White)",,,,,
-$1.00,-$1.06,-$4.29,-$2.55,,3-May-16,107-6709820-5804234,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,3-May-16,002-3511752-7488238,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,3-May-16,105-4280097-5475437,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.96,-$3.75,,3-May-16,113-2557503-4623435,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",,,,,
-$1.00,-$1.06,-$0.96,-$3.75,,3-May-16,116-7193326-8344236,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",,$0.00,,,
,-$4.09,-$3.62,-$4.50,,3-May-16,002-2968686-8057801,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
,,,-$3.33,,3-May-16,108-9735952-4281050,P1O-M6B-QU8,"Order Payment","Product charges",,$22.17,1,"1.88-Gal Round Roll Up Trash Can Color: Beige",,,,,
,,,-$1.79,,3-May-16,103-5570967-9516226,R6-ADU0-UQOZ,"Order Payment","Product charges",,$11.94,1,"Sunbeam Ultra Slim Space Saving Multi Tier Velvet Trouser Hangers (Pack of 3)",,,,,
,,,-$1.00,,3-May-16,105-0347366-3700236,9G-CDVH-T2B4,"Order Payment","Product charges",,$1.99,1,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$2.00,,3-May-16,107-5940237-3041852,9G-CDVH-T2B4,"Order Payment","Product charges",,$3.98,2,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,3-May-16,110-9184030-8109064,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$0.50,
-$1.00,-$1.06,-$0.50,-$1.00,-$1.61,3-May-16,116-8134992-4368203,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$1.61,,,,
-$4.75,-$0.75,,,,,,,,,,,,,,,,-$0.45,
-$1.00,-$1.06,-$0.50,-$1.00,,3-May-16,102-7760533-7930636,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,111-4355174-8697059,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,104-4851336-7139454,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
,-$4.09,-$4.01,-$6.00,,2-May-16,114-6423904-3538619,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
,-$4.09,-$4.01,-$6.00,,2-May-16,103-7852946-0307425,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,
,-$1.06,-$0.96,-$1.65,-$2.16,2-May-16,106-5663081-4838623,RO-6RXN-KT8V,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Black)",$2.16,,,,
-$1.00,-$1.06,-$0.96,-$1.65,,2-May-16,102-6021755-7111417,RO-6RXN-KT8V,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Black)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,106-5377398-7866658,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,109-2672980-7189051,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.96,-$3.00,,2-May-16,112-8411745-0647401,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",,,,,
-$1.00,-$2.12,-$1.00,-$2.00,,2-May-16,112-8083963-5429845,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,107-0258171-4108259,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,104-3619616-8693803,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$4.29,-$2.55,,2-May-16,114-7920408-9183430,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,-$3.70,2-May-16,102-1431664-6909065,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",$3.70,,,,
,,,-$4.95,,2-May-16,104-1646286-2575434,0P-2MAD-BWVZ,"Order Payment","Product charges",,$32.99,1,"FRIGIDAIRE Easy Seal BPA Free Storage Containers (4, 1.7 Liter Long Container)",,,,,
,,,-$2.00,,2-May-16,104-9619026-1055446,9G-CDVH-T2B4,"Order Payment","Product charges",,$3.98,2,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$3.86,,2-May-16,105-1450472-5809854,7L-E2XK-GJ7X,"Order Payment","Product charges",,$25.73,1,"Comfort Zone CZST161BTEBK Pedestal Fan",,,,,
,,,-$2.85,,2-May-16,107-1368509-5529869,5Q2-DHD-2T1,"Order Payment","Product charges",,$18.99,1,"Double Swag Shower Curtain With Liner Set, Burgundy, 70x72 Inches",,,,,
,,,-$3.45,,2-May-16,107-6727741-3243421,41-GI3Q-UMAK,"Order Payment","Product charges",,$22.99,1,"Geometric Style Water Resistant Printed Jumbo Canvas Beach Bag with Inner Wet Suit Pocket - Assorted Colors (Blue Squares)",,,,,
,,,-$1.00,,2-May-16,108-4775103-3851463,Z8T-IQ3-M1X,"Order Payment","Product charges",,$6.45,1,"GAM Plastic Safety Goggles (2 Pack)",,,,,
,,,-$3.45,,2-May-16,110-2370743-1965824,99-YUZE-PWXK,"Order Payment","Product charges",,$22.99,1,"Floral Style Water Resistant Printed Jumbo Canvas Beach Bag with Inner Wet Suit Pocket - Assorted Colors (Blue Floral)",$4.49,,,,-$0.67
,,,-$9.75,,2-May-16,110-9024686-2547432,CF-TEVC-5FHU,"Order Payment","Product charges",,$64.99,1,"Mizone Glitter Reversible Printed Plush Comforter Mini Set - Black, Full / Queen",,,,,
,,,-$4.00,,2-May-16,111-0804791-0755404,9G-CDVH-T2B4,"Order Payment","Product charges",,$7.96,4,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$4.00,,2-May-16,114-8442446-1994646,9G-CDVH-T2B4,"Order Payment","Product charges",,$7.96,4,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$3.00,,2-May-16,102-0503097-6468209,9G-CDVH-T2B4,"Order Payment","Product charges",,$5.97,3,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,
,,,-$2.25,,2-May-16,110-0617479-9017853,6KL-QTZ-BIN,"Order Payment","Product charges",,$14.99,1,"Achim Home Furnishings Outdoor Rubber Mat, Welcome Palms",,,,,
,,,-$1.05,,2-May-16,116-6229901-9434644,CA0-038-BBP,"Order Payment","Product charges",,$6.99,1,"Post-it Mobile Attach and Go Insert, 3.94 x 5.5 Inches, Includes Attach and Go Full Adhesive Notes and Flags Dispenser (PM-INSERT1)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,2-May-16,114-4664667-9074664,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$4.29,-$2.55,,2-May-16,103-9771607-6274604,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,
,-$8.18,-$7.24,-$9.00,,2-May-16,115-4736160-9908250,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,
,-$8.18,-$7.24,-$9.00,,2-May-16,102-1102030-5145027,BQ-4FEP-C3OH,"Order Payment","Product charges",,$59.98,2,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,
,-$4.09,-$3.62,-$4.50,,1-May-16,108-2839526-6693806,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$1.06,-$2.34,-$1.65,,1-May-16,104-6770681-8129010,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,1-May-16,116-3545263-7460237,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$1.06,-$0.96,-$2.55,,1-May-16,116-4247673-4357821,BX-YPD9-FBE5,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)",,,,,
,-$4.09,-$3.62,-$4.50,,1-May-16,111-3467079-2643443,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,
,-$4.09,-$3.62,-$4.50,,1-May-16,106-3492784-4951448,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,
-$1.00,-$4.24,-$2.00,-$4.00,,1-May-16,108-1430663-5254602,6NH-FQV-FRP,"Order Payment","Product charges",,$22.20,4,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
-$1.00,-$2.12,-$1.92,-$6.00,,1-May-16,107-3738492-1278652,3G-5P9S-KWAT,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Silver)",,,,,
-$1.00,-$5.30,-$4.80,-$9.00,,1-May-16,112-6726338-3909813,HC-FNLT-DTIH,"Order Payment","Product charges",,$59.95,5,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Blue,)",,,,,
-$1.00,-$1.06,-$0.50,-$1.00,,1-May-16,114-9336813-2985828,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,
