"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Amazon fees - FBA transportation fee","Amazon fees - Shipping Chargeback","Other - Shipping","Promo rebates - ","Amazon fees - Shipping commission","Promo rebates - Shipping"
-$1.00,-$1.06,-$0.50,-$1.00,30-Apr-16,109-4953175-0640258,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,30-Apr-16,114-1635398-7091437,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$2.12,-$1.92,-$6.00,30-Apr-16,106-5962335-3461802,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,30-Apr-16,106-9741370-6059453,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,30-Apr-16,115-2430206-3013816,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.96,-$3.45,30-Apr-16,113-8277592-0732267,7W-PCJM-3BVK,"Order Payment","Product charges",,$22.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,30-Apr-16,102-0488490-1749842,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$4.29,-$2.55,30-Apr-16,107-7980019-5450658,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,,
,-$4.09,-$3.62,-$4.50,30-Apr-16,104-5450043-0071414,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,30-Apr-16,107-5226973-9901836,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,29-Apr-16,108-1859518-6937017,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$4.24,-$2.00,-$4.00,29-Apr-16,109-7986901-0244221,6NH-FQV-FRP,"Order Payment","Product charges",,$22.20,4,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,29-Apr-16,113-3357945-1721813,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$4.75,-$0.75,,,,,,,,,,,,-$0.45,,,,,
-$1.00,-$3.18,-$1.50,-$3.00,29-Apr-16,111-8283221-7564233,6NH-FQV-FRP,"Order Payment","Product charges",,$16.65,3,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$4.75,-$0.75,,,,,,,,,,,,-$0.45,,,,,
-$1.00,-$2.12,-$1.00,-$2.00,29-Apr-16,108-3018229-1193819,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$4.01,-$6.00,29-Apr-16,106-4818027-4129809,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$0.96,-$1.80,28-Apr-16,109-3627082-2408221,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",,,,,,
-$1.00,-$2.12,-$1.92,-$6.00,28-Apr-16,111-7841055-7919467,3G-5P9S-KWAT,"Order Payment","Product charges",,$39.98,2,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Silver)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,113-7835874-2690630,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,28-Apr-16,002-5523877-9289041,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,111-0020711-8385018,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$2.12,-$4.29,-$3.30,28-Apr-16,106-5663081-4838623,WE-YEB6-Q279,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Grey)",,-$5.84,$5.84,,,
,-$4.09,-$3.62,-$4.50,28-Apr-16,108-0333728-9107472,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$4.75,-$1.50,,,,,,,,,,,,-$0.45,,,,,
-$1.00,-$1.06,-$1.95,-$1.65,28-Apr-16,108-3588197-5263442,WE-YEB6-Q279,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Grey)",,-$3.99,$3.99,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,114-3243556-8508243,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,105-0418498-9593812,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,108-1719705-8349062,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,108-2538616-3985003,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$4.75,-$0.75,,,,,,,,,,,,-$0.45,,,,,
,,,-$1.80,28-Apr-16,109-5532072-7212253,IMD-7O9-F1E,"Order Payment","Product charges",,$11.99,1,"New Fabric Sink Skirt - Burgundy 56'wide 32'long",,,,,,
,,,-$2.25,28-Apr-16,109-0980253-1405848,6KL-QTZ-BIN,"Order Payment","Product charges",,$14.99,1,"Achim Home Furnishings Outdoor Rubber Mat, Welcome Palms",,,,,,
,-$4.09,-$4.01,-$6.00,28-Apr-16,107-4326165-5128260,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
,-$4.09,-$3.62,-$4.50,28-Apr-16,002-1941849-0004220,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
-$1.00,-$2.12,-$8.58,-$5.10,28-Apr-16,107-3721287-6349817,RO-6RXH-KT8V,"Order Payment","Product charges",,$33.98,2,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,28-Apr-16,108-8183432-4462603,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,28-Apr-16,106-6256073-2554603,CM-W5HY-8L8C,"Order Payment","Product charges",,$10.99,1,"Bioworld Adventure Time Mountain Cinch Bag 13"", Blue/White",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,28-Apr-16,105-5134259-6961018,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,28-Apr-16,103-3161252-2100263,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,-$9.74,$9.74,,,
-$1.00,-$1.06,-$0.50,-$1.00,27-Apr-16,111-5449162-1992222,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,27-Apr-16,116-5962571-2827423,CM-W5HY-8L8C,"Order Payment","Product charges",,$10.99,1,"Bioworld Adventure Time Mountain Cinch Bag 13"", Blue/White",,,,,,
-$1.00,-$2.12,-$1.00,-$2.00,27-Apr-16,102-6782957-8175415,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$8.30,-$6.75,27-Apr-16,116-9507422-6008228,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,27-Apr-16,102-8414081-4281063,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.96,-$2.85,27-Apr-16,105-8596100-6779466,0I-XXS3-8MCZ,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Gold)",,,,,,
-$1.00,-$1.06,-$4.29,-$2.55,27-Apr-16,108-5607903-8071456,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,27-Apr-16,110-5330980-1690608,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$6.36,-$5.76,-$6.00,27-Apr-16,110-9456249-1780242,K3-C2EG-MXOE,"Order Payment","Product charges",,$53.94,6,"Xtreme Cables MFI 8 Pin 3ft Flat Tangle Free Sync & Charge Cable (Red)",,,,$0.00,,
-$1.00,-$1.06,-$0.50,-$1.00,27-Apr-16,108-4845682-2647421,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,$0.00,,
-$1.00,-$1.06,-$0.50,-$1.00,27-Apr-16,114-9462570-4345834,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$4.75,-$0.75,,,,,,,,,,,,-$0.45,,,,,
-$1.00,-$3.18,-$1.50,-$3.00,27-Apr-16,115-0661106-8768200,6NH-FQV-FRP,"Order Payment","Product charges",,$16.65,3,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,,,-$2.55,27-Apr-16,111-5804842-1950658,2H-FGMO-4THC,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Forrest Green)",,,,,,
,,,-$6.14,27-Apr-16,110-1864255-3734639,H60-VAS-111,"Order Payment","Product charges",,$40.99,1,"Delta Children Umbrella Stroller, Disney Mickey",,,$8.04,,-$1.21,
,,,-$1.00,27-Apr-16,103-7563243-2964231,O8-YX5O-IHZH,"Order Payment","Product charges",,$4.90,1,"Spherical Ice Tray Large",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,27-Apr-16,103-9098009-5131423,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,27-Apr-16,106-4606863-9541005,7W-PCJK-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",,,,$0.00,,
-$1.00,-$1.06,-$1.95,-$1.78,27-Apr-16,108-0014373-2741018,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,27-Apr-16,107-5051564-7396231,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,111-9082993-9085865,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$2.12,-$1.92,-$5.70,26-Apr-16,002-7523026-0071431,0I-XXS8-8MCZ,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Silver,)",,,,$0.00,,
,-$4.09,-$4.01,-$6.00,26-Apr-16,109-0830255-4070608,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,111-7265294-1489002,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,$0.00,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,110-8954180-8356219,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,$0.00,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,105-3424847-5579424,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,002-2010146-3212204,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$2.12,-$1.00,-$2.00,26-Apr-16,110-6505999-4594618,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$1.95,-$1.78,26-Apr-16,102-1227927-5766666,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,-$7.26,$7.26,,,
-$1.00,-$1.06,-$0.96,-$2.55,26-Apr-16,116-7672847-0393819,BX-YPD9-FBE5,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Grey)",,,,,,
-$1.00,-$2.12,-$1.00,-$2.00,26-Apr-16,106-6243440-3191429,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$1.95,-$1.78,26-Apr-16,107-1006146-2821042,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,115-7718663-1980269,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,-$6.10,$6.10,,,
-$1.00,-$3.18,-$1.50,-$3.00,26-Apr-16,114-5542162-6312203,6NH-FQV-FRP,"Order Payment","Product charges",,$16.65,3,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$3.18,-$1.50,-$3.00,26-Apr-16,114-4393640-3722646,6NH-FQV-FRP,"Order Payment","Product charges",,$16.65,3,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,,,-$2.48,26-Apr-16,111-3102899-1381828,IGC-CRV-5SP,"Order Payment","Product charges",,$16.56,1,"DOUBLE SWAG SHOWER CURTAIN, LINER & RINGS , White",,,,,,
,,,-$2.85,26-Apr-16,002-3256059-3334623,CI1-XOX-PXU,"Order Payment","Product charges",,$18.99,1,"Better Home Double Swag Shower Curtain with Liner Size 70"" X 72"" Navy",,,,,,
,,,-$4.50,26-Apr-16,113-0175626-8407409,F9-A7O4-Y0BX,"Order Payment","Product charges",,$29.97,3,"Anti Slip Bathtub Shower Mat - Assorted Colors (yellow)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,26-Apr-16,116-2490343-9275424,32-P5XA-EGJY,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,002-6117051-4710658,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$4.01,-$6.00,26-Apr-16,109-9147258-5985010,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,107-4604466-1604243,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,26-Apr-16,107-6970748-2026648,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,$0.00,,
-$1.00,-$3.18,-$7.02,-$4.95,26-Apr-16,113-7764676-3086633,0W-I967-F2HV,"Order Payment","Product charges",,$32.97,3,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,,
-$1.00,-$2.12,-$1.00,-$2.00,25-Apr-16,106-8354449-0163458,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,25-Apr-16,105-8829947-3912219,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,25-Apr-16,107-4493376-7034644,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,25-Apr-16,115-4647701-4402664,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,$2.58,$0.00,,-$2.58
,-$4.09,-$4.01,-$6.00,25-Apr-16,108-9395931-2885857,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,-$13.82,$13.82,,,
-$1.00,-$1.06,-$0.50,-$1.00,25-Apr-16,116-5655117-2149850,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,25-Apr-16,116-7156474-8756226,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,,,-$2.48,25-Apr-16,114-5515423-2475444,IGC-CRV-5SP,"Order Payment","Product charges",,$16.56,1,"DOUBLE SWAG SHOWER CURTAIN, LINER & RINGS , White",,,,,,
,,,-$4.50,25-Apr-16,002-7756799-9954608,2H-WEOU-4VE8,"Order Payment","Product charges",,$29.99,1,"14"" Portable Tabel Top BBQ Charcoal Grill (Turqouise )",,,,,,
,,,-$8.25,25-Apr-16,110-6448244-0855421,VO6-KH8-U2Q,"Order Payment","Product charges",,$54.99,1,"Oster 8-Speed Blender",,,,,,
,,,-$1.79,25-Apr-16,102-5500136-7770658,R6-ADU0-UQOZ,"Order Payment","Product charges",,$11.94,1,"Sunbeam Ultra Slim Space Saving Multi Tier Velvet Trouser Hangers (Pack of 3)",,,,,,
,-$4.09,-$3.62,-$4.50,25-Apr-16,105-3228857-7321065,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,25-Apr-16,108-1435864-2324225,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,-$7.30,$7.30,,,
-$1.00,-$1.06,-$0.50,-$1.00,25-Apr-16,109-1772522-9174642,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,24-Apr-16,106-4826367-1092257,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,24-Apr-16,111-7660586-9434650,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
