"Amazon fees - FBA Order Handling Fee","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Amazon fees - Referral Fee on Item Price",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Amazon fees - FBA transportation fee","Amazon fees - Shipping Chargeback","Other - Shipping","Promo rebates - ","Amazon fees - Shipping commission","Promo rebates - Shipping"
,-$4.09,-$4.01,-$6.00,24-Apr-16,113-9494319-5297001,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,$6.88,$0.00,,-$6.88
-$1.00,-$4.24,-$2.00,-$4.00,24-Apr-16,106-8954488-7151405,6NH-FQV-FRP,"Order Payment","Product charges",,$24.00,4,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,24-Apr-16,103-3593648-3582652,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,24-Apr-16,116-9443750-1773802,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,24-Apr-16,115-4160919-2853054,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,24-Apr-16,103-5780858-9102631,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,-$1.74,$1.74,,,
-$1.00,-$1.06,-$0.50,-$1.00,24-Apr-16,112-0659159-2049815,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,24-Apr-16,107-4402469-1713063,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$4.01,-$6.00,23-Apr-16,115-4914779-7419408,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,23-Apr-16,109-0289862-5130617,7W-PCJK-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,23-Apr-16,002-0689237-8533028,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,23-Apr-16,107-4991724-4225038,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$3.18,-$1.50,-$3.00,23-Apr-16,110-3879930-1236237,6NH-FQV-FRP,"Order Payment","Product charges",,$18.00,3,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,23-Apr-16,111-0181803-6636222,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,23-Apr-16,002-4648764-4813048,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,22-Apr-16,110-0219033-2517036,6NH-FQV-FRP,"Order Payment","Product charges",,$6.00,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,22-Apr-16,002-6877820-1560213,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
-$7.00,-$6.00,,,,,,,,,,,,-$7.50,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,22-Apr-16,106-7219160-3980232,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,22-Apr-16,104-4678436-0197836,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,22-Apr-16,107-4610714-9000201,MD-86QZ-5W4G,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,22-Apr-16,112-8586992-8166643,35-XQ66-Y2X5,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (White)",,-$8.99,$8.99,,,
,-$4.09,-$3.62,-$4.50,22-Apr-16,112-0258679-5949803,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,$3.36,$0.00,,-$3.36
,-$4.09,-$4.01,-$6.00,22-Apr-16,116-2350535-7489813,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,22-Apr-16,109-0758570-2890669,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",,,,,,
,-$4.09,-$3.62,-$4.50,21-Apr-16,109-4126776-7219460,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$1.00,-$1.06,-$3.51,-$1.65,21-Apr-16,114-4280008-6485842,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Regular Show Mordecai Hooded Blue Backpack",,,,,,
,-$4.09,-$8.30,-$6.75,21-Apr-16,115-8914686-3105859,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,21-Apr-16,116-2395581-4381827,CM-W5HY-8L8C,"Order Payment","Product charges",,$10.99,1,"Bioworld Adventure Time Mountain Cinch Bag 13"", Blue/White",,,,,,
-$1.00,-$12.72,-$11.52,-$16.20,21-Apr-16,110-1700111-1640263,K3-C2EG-MXOE,"Order Payment","Product charges",,$107.88,12,"Xtreme Cables MFI 8 Pin 3ft Flat Tangle Free Sync & Charge Cable (Red)",,,,,,
,-$4.09,-$3.62,-$4.50,21-Apr-16,104-5109980-1949003,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,21-Apr-16,112-0492953-2875420,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",,,,,,
,-$4.09,-$3.62,-$4.50,21-Apr-16,113-1168038-5191403,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$4.01,-$6.00,21-Apr-16,103-9468794-0037008,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,$5.43,$0.00,,-$5.43
-$1.00,-$1.06,-$0.96,-$3.00,21-Apr-16,113-2785537-9429050,3G-5P9S-KWAT,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Silver)",,-$6.16,$6.16,,,
,-$4.09,-$3.62,-$4.50,21-Apr-16,102-9731304-0402658,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,$2.33,$0.00,,-$2.33
-$1.00,-$1.06,-$0.96,-$2.85,21-Apr-16,106-2091958-6659429,58-PK5O-DVBE,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Blue,)",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,21-Apr-16,107-6074915-2210666,RO-6RXN-KT8V,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Black)",,,,,,
,,,-$8.25,21-Apr-16,110-6108739-6921837,VO6-KH8-U2Q,"Order Payment","Product charges",,$54.99,1,"Oster 8-Speed Blender",,,,,,
,-$8.18,-$7.24,-$9.00,21-Apr-16,113-0679127-7293856,22-Q94M-YDGP,"Order Payment","Product charges",,$59.98,2,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$1.00,-$1.06,-$4.29,-$2.55,21-Apr-16,113-3581610-9345828,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,21-Apr-16,114-8252911-9141843,3G-5P9S-KWAT,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Silver)",,,,,,
,-$4.09,-$3.62,-$4.50,21-Apr-16,114-8614923-6112220,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,20-Apr-16,113-9866651-7766634,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$1.00,-$1.06,-$4.29,-$2.55,20-Apr-16,002-6423471-6331402,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",,,,,,
,-$4.09,-$3.62,-$4.50,20-Apr-16,105-9291852-8968269,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,-$3.99,$3.99,,,
-$1.00,-$1.06,-$0.96,-$3.45,20-Apr-16,107-6142864-5480252,7W-PCJM-3BVK,"Order Payment","Product charges",,$22.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)",,-$11.39,$11.39,,,
-$1.00,-$1.06,-$0.96,-$3.00,20-Apr-16,107-7385853-0569859,MD-86QZ-5W4G,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Blue)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,20-Apr-16,002-8304765-5005031,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,20-Apr-16,116-8836767-4539443,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,$0.00,,
,-$4.09,-$3.62,-$4.50,20-Apr-16,103-5951964-8241818,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,$3.36,$0.00,,-$3.36
,-$4.09,-$8.30,-$6.75,20-Apr-16,105-2225113-4749838,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",,,,,,
,,,-$2.02,20-Apr-16,002-5412378-9925049,BM-FMZ9-SGOD,"Order Payment","Product charges",,$13.48,1,"3 pack: gel eye soothing masks for sinus pain- assorted colors",,,,,,
,,,-$1.50,20-Apr-16,104-8530487-5041841,CA0-038-BBP,"Order Payment","Product charges",,$9.99,1,"Post-it Mobile Attach and Go Insert, 3.94 x 5.5 Inches, Includes Attach and Go Full Adhesive Notes and Flags Dispenser (PM-INSERT1)",,,,,,
,,,-$1.79,20-Apr-16,109-3933065-1041857,R6-ADU0-UQOZ,"Order Payment","Product charges",,$11.94,1,"Sunbeam Ultra Slim Space Saving Multi Tier Velvet Trouser Hangers (Pack of 3)",,,,,,
,-$4.09,-$3.62,-$4.50,20-Apr-16,102-8749003-8210653,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
,-$4.09,-$4.01,-$6.00,20-Apr-16,103-6889870-4637016,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$2.12,-$1.00,-$2.00,20-Apr-16,103-0501536-0393844,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,$0.00,,
-$1.00,-$2.12,-$1.00,-$2.00,19-Apr-16,106-4011759-4890604,6NH-FQV-FRP,"Order Payment","Product charges",,$11.10,2,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,19-Apr-16,105-5850884-5511422,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
,-$4.09,-$3.62,-$4.50,19-Apr-16,115-2669564-5197847,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
,-$4.09,-$3.62,-$4.50,19-Apr-16,002-2607528-9760205,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,19-Apr-16,110-0396977-3277825,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,$1.44,$0.00,,-$1.44
-$4.75,-$0.75,,,,,,,,,,,,-$0.45,,,,,
-$4.75,-$1.50,,,,,,,,,,,,-$0.45,,,,,
-$1.00,-$1.06,-$0.96,-$1.35,19-Apr-16,107-5269203-7732248,OQ-AM1V-8KP3,"Order Payment","Product charges",,$8.99,1,"Xtreme Cables MFI 8 Pin 3ft Flat Tangle Free Sync & Charge Cable (Neon Green)",,,,$0.00,,
-$1.00,-$1.06,-$0.50,-$1.00,19-Apr-16,114-0774563-8512250,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,19-Apr-16,104-4520285-1637844,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
-$1.00,-$1.06,-$1.95,-$1.78,19-Apr-16,112-3711982-2927466,VG6-VKY-SRF,"Order Payment","Product charges",,$11.85,1,"Better Home New Crochet Vinyl Lace Tablecloth, 70"" Round, White",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,19-Apr-16,109-6402227-7238668,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$4.01,-$6.00,19-Apr-16,104-0045844-6985807,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$3.51,-$1.65,19-Apr-16,114-2793863-4937863,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Bioworld Regular Show Mordecai Hooded Blue Backpack",,,,,,
-$1.00,-$1.06,-$0.96,-$2.85,18-Apr-16,112-7344223-6897042,58-PK5O-DVBE,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Blue,)",,,,,,
-$1.00,-$1.06,-$0.50,-$1.00,18-Apr-16,002-7497332-8869869,6NH-FQV-FRP,"Order Payment","Product charges",,$5.55,1,"Post-it Note Tabs, 3-3/8 x 2-3/4-Inches, Green and Blue, Lined Paper, 25-Sheets/Pad, 2-Pads/Pack",,,,,,
,-$4.09,-$3.62,-$4.50,18-Apr-16,111-6421887-1038615,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,$0.00,,
,-$4.09,-$3.62,-$4.50,18-Apr-16,112-0582830-9363426,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,18-Apr-16,111-4430500-2107417,7W-PCJK-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Champagne)",,,,,,
,-$4.09,-$3.62,-$4.50,18-Apr-16,108-3814456-6134619,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
-$1.00,-$1.06,-$0.96,-$1.65,18-Apr-16,107-9066489-8196231,RO-6RXN-KT8V,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Black)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,18-Apr-16,116-1832058-5562641,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",,-$22.67,$22.67,,,
,,,-$2.00,18-Apr-16,108-5087027-1856213,9G-CDVH-T2B4,"Order Payment","Product charges",,$3.98,2,"DecoPac How to Train Your Dragon 2 Hiccup and Friends Cupcake Rings (12 Count)",,,,,,
,,,-$2.55,18-Apr-16,107-2182773-1293019,2H-FGMO-4THC,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Forrest Green)",,,,,,
,-$8.18,-$7.24,-$9.00,18-Apr-16,104-1102082-2466646,BQ-4FEP-C3OH,"Order Payment","Product charges",,$59.98,2,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,$6.49,$0.00,,-$6.49
-$1.00,-$2.12,-$1.00,-$4.50,18-Apr-16,113-7492529-8437847,Q0-OA97-BH2V,"Order Payment","Product charges",,$29.98,2,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",,,$2.08,$0.00,,-$2.08
,-$4.09,-$4.01,-$6.00,18-Apr-16,109-0423078-3013065,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,-$10.02,$10.02,,,
,-$4.09,-$8.30,-$6.75,18-Apr-16,105-7259317-6757065,Q3-3IFR-V1ZN,"Order Payment","Product charges",,$44.99,1,"Humanscale Zon Air Purifier in White",,,,$0.00,,
,-$8.18,-$7.24,-$9.00,18-Apr-16,115-6274552-3122627,BQ-4FEP-C3OH,"Order Payment","Product charges",,$59.98,2,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,17-Apr-16,109-0121144-2902679,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$8.18,-$7.24,-$9.00,17-Apr-16,115-9041282-6193023,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,17-Apr-16,110-4715282-5600209,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,17-Apr-16,112-2687052-8376241,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
,-$4.09,-$3.62,-$4.50,17-Apr-16,102-6352905-4540269,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,,,,
,-$4.09,-$3.62,-$4.50,17-Apr-16,106-5518689-7312255,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,$2.52,$0.00,,-$2.52
,-$4.09,-$4.01,-$6.00,16-Apr-16,102-7704372-4426658,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",,,,,,
-$1.00,-$1.06,-$0.96,-$3.00,16-Apr-16,116-2389148-0332234,32-P5XA-EGJY,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (teal)",,,,,,
-$1.00,-$1.06,-$0.96,-$3.75,16-Apr-16,002-1733708-3913026,7W-PCJO-3BVK,"Order Payment","Product charges",,$24.99,1,"Mental Beats Xpert Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)",,-$5.55,$5.55,,,
,-$4.09,-$3.62,-$4.50,16-Apr-16,102-2615444-6303452,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,,$2.64,$0.00,,-$2.64
,-$8.18,-$7.24,-$9.00,16-Apr-16,112-9474491-0359463,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Cool Ultra Soft Pillow",,-$8.10,$8.10,,,
-$1.00,-$1.06,-$2.34,-$1.65,16-Apr-16,102-2625447-7898612,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",,,,,,
,-$4.09,-$3.62,-$4.50,16-Apr-16,111-4433925-7505808,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",,,,,,
